game_id,team_id_home,team_id_away,pts_paint_home,pts_paint_away,pts_2nd_chance_home,pts_2nd_chance_away,pts_fb_home,pts_fb_away,lead_changes,times_tied,team_turnovers_home,team_turnovers_away,total_turnovers_home,total_turnovers_away,team_rebounds_home,team_rebounds_away,pts_off_to_home,pts_off_to_away
29600189,1610612766,1610612761,32,32,16,17,18,17,13,10,0.0,1.0,17.0,13.0,13.0,8.0,0.0,0.0
29600191,1610612749,1610612739,30,38,6,6,6,10,2,1,1.0,0.0,14.0,15.0,8.0,9.0,0.0,0.0
29600190,1610612763,1610612765,26,24,14,19,4,4,8,5,3.0,0.0,10.0,17.0,11.0,9.0,0.0,0.0
29600196,1610612748,1610612746,50,40,10,15,14,9,0,0,1.0,1.0,17.0,18.0,3.0,6.0,0.0,0.0
29600195,1610612751,1610612756,34,44,18,18,10,12,2,5,0.0,0.0,12.0,17.0,12.0,13.0,0.0,0.0
29600192,1610612750,1610612760,36,42,20,10,12,19,4,6,2.0,0.0,18.0,18.0,15.0,9.0,0.0,0.0
29600193,1610612759,1610612757,60,58,10,24,24,8,15,12,0.0,1.0,11.0,14.0,7.0,11.0,0.0,0.0
29600198,1610612751,1610612744,50,40,24,23,2,2,13,15,1.0,0.0,9.0,9.0,13.0,10.0,0.0,0.0
29600207,1610612757,1610612744,48,36,24,11,20,10,3,2,0.0,1.0,16.0,14.0,9.0,11.0,0.0,0.0
29600203,1610612754,1610612763,42,28,9,6,19,14,11,11,1.0,0.0,19.0,10.0,8.0,7.0,0.0,0.0
29600205,1610612743,1610612750,38,24,14,13,10,9,9,6,1.0,0.0,20.0,16.0,12.0,12.0,0.0,0.0
29600206,1610612746,1610612762,34,42,10,10,4,16,6,2,1.0,1.0,18.0,17.0,5.0,9.0,0.0,0.0
29600208,1610612756,1610612760,38,50,12,7,6,11,5,8,1.0,1.0,19.0,14.0,2.0,11.0,0.0,0.0
29600204,1610612742,1610612741,60,36,22,18,25,6,0,3,0.0,0.0,12.0,16.0,6.0,6.0,0.0,0.0
29600200,1610612753,1610612755,48,44,18,15,14,25,0,0,0.0,1.0,16.0,17.0,6.0,9.0,0.0,0.0
29600199,1610612745,1610612738,48,44,15,15,10,13,2,5,0.0,0.0,19.0,9.0,10.0,5.0,0.0,0.0
29600201,1610612737,1610612764,36,28,18,13,2,2,0,1,0.0,0.0,18.0,24.0,6.0,10.0,0.0,0.0
29600212,1610612738,1610612748,28,36,13,14,6,7,11,14,1.0,0.0,9.0,19.0,6.0,5.0,0.0,0.0
29600210,1610612755,1610612763,52,28,14,12,19,11,2,1,1.0,4.0,25.0,22.0,7.0,15.0,0.0,0.0
29600217,1610612746,1610612751,46,42,22,17,14,7,10,6,0.0,2.0,25.0,30.0,13.0,14.0,0.0,0.0
29600214,1610612749,1610612766,34,32,7,8,11,21,3,6,0.0,0.0,18.0,16.0,8.0,3.0,0.0,0.0
29600213,1610612753,1610612739,24,36,13,10,3,8,0,2,0.0,0.0,26.0,16.0,7.0,10.0,0.0,0.0
29600209,1610612752,1610612758,64,44,23,8,10,8,9,3,1.0,0.0,10.0,13.0,8.0,11.0,0.0,0.0
29600216,1610612759,1610612741,50,26,13,14,12,6,4,4,1.0,0.0,17.0,10.0,8.0,10.0,0.0,0.0
29600215,1610612750,1610612761,28,26,14,7,4,10,6,3,1.0,1.0,19.0,20.0,8.0,7.0,0.0,0.0
29600220,1610612757,1610612744,24,22,7,22,6,6,0,0,0.0,2.0,18.0,20.0,11.0,10.0,0.0,0.0
29600219,1610612743,1610612747,30,54,13,14,11,11,0,0,0.0,0.0,18.0,18.0,8.0,15.0,0.0,0.0
29600218,1610612758,1610612765,26,42,6,11,10,15,3,5,1.0,0.0,14.0,20.0,8.0,10.0,0.0,0.0
29600224,1610612766,1610612762,26,62,16,11,6,16,0,2,0.0,0.0,16.0,15.0,8.0,11.0,0.0,0.0
29600222,1610612753,1610612742,46,58,19,12,18,26,15,13,2.0,0.0,21.0,15.0,10.0,7.0,0.0,0.0
29600223,1610612745,1610612761,40,32,7,12,10,31,1,1,1.0,0.0,16.0,14.0,11.0,11.0,0.0,0.0
29600233,1610612757,1610612754,46,26,23,12,4,10,3,6,1.0,1.0,16.0,19.0,15.0,13.0,0.0,0.0
29600232,1610612743,1610612744,30,40,22,14,10,7,1,2,1.0,0.0,19.0,14.0,12.0,7.0,0.0,0.0
29600227,1610612739,1610612761,46,30,10,8,15,10,1,1,0.0,1.0,10.0,16.0,6.0,10.0,0.0,0.0
29600225,1610612748,1610612752,26,34,23,11,7,17,0,1,2.0,1.0,23.0,13.0,10.0,8.0,0.0,0.0
29600231,1610612747,1610612760,48,44,17,23,11,18,5,10,1.0,0.0,13.0,13.0,13.0,10.0,0.0,0.0
29600230,1610612746,1610612766,36,46,10,11,14,4,7,7,2.0,2.0,14.0,19.0,12.0,7.0,0.0,0.0
29600229,1610612758,1610612750,42,38,20,16,10,10,3,1,0.0,0.0,9.0,17.0,15.0,12.0,0.0,0.0
