person_id,display_first_last,position,season_exp,height,weight,from_year,to_year,height_inches
76731,Levi Fontaine,Guard,1.0,6-4,190.0,1970.0,1970.0,76.0
1631323,Simone Fontecchio,Forward,1.0,6-7,209.0,2022.0,2023.0,79.0
1627854,Bryn Forbes,Guard,7.0,6-2,205.0,2016.0,2022.0,74.0
1630758,Aleem Ford,Forward,2.0,6-8,220.0,2021.0,2021.0,80.0
76732,Alphonso Ford,Forward,2.0,6-1,190.0,1993.0,1994.0,73.0
2228,Alton Ford,Forward,4.0,6-9,280.0,2001.0,2003.0,81.0
76733,Chris Ford,Guard,10.0,6-5,190.0,1972.0,1981.0,77.0
76734,Don Ford,Forward,7.0,6-9,215.0,1975.0,1981.0,81.0
76735,Jake Ford,Guard,2.0,6-3,180.0,1970.0,1971.0,75.0
76736,Phil Ford,Guard,7.0,6-2,175.0,1978.0,1984.0,74.0
101213,Sharrod Ford,Forward,1.0,6-9,235.0,2005.0,2005.0,81.0
76738,Donnie Forman,Guard,1.0,5-10,175.0,1948.0,1948.0,70.0
76739,Bayard Forrest,Center,2.0,6-10,235.0,1977.0,1978.0,82.0
1630235,Trent Forrest,Guard,3.0,6-4,210.0,2020.0,2023.0,76.0
2218,Joseph Forte,Guard,3.0,6-4,194.0,2001.0,2002.0,76.0
1504,Danny Fortson,Center-Forward,10.0,6-8,260.0,1997.0,2006.0,80.0
76740,Fred Foster,Forward,8.0,6-5,210.0,1968.0,1976.0,77.0
76742,Rod Foster,Guard,3.0,6-1,160.0,1983.0,1985.0,73.0
1630701,Michael Foster Jr.,Forward,1.0,6-8,250.0,2022.0,2022.0,80.0
2238,Antonis Fotsis,Forward,1.0,6-10,219.0,2001.0,2001.0,82.0
203095,Evan Fournier,Guard-Forward,11.0,6-6,205.0,2012.0,2023.0,78.0
76744,Larry Foust,Center,12.0,6-9,215.0,1950.0,1961.0,81.0
76745,Jerry Fowler,Center,1.0,6-7,230.0,1951.0,1951.0,79.0
1628368,De'Aaron Fox,Guard,6.0,6-3,185.0,2017.0,2023.0,75.0
200751,Randy Foye,Guard,12.0,6-4,218.0,2006.0,2016.0,76.0
1883,Steve Francis,Guard,10.0,6-3,210.0,1999.0,2007.0,75.0
76748,Tellis Frank,Forward,5.0,6-10,225.0,1987.0,1993.0,82.0
76749,Nat Frankel,Forward,1.0,6-0,195.0,1946.0,1946.0,72.0
203479,Jamaal Franklin,Guard,3.0,6-5,191.0,2013.0,2014.0,77.0
1629606,Robert Franks,Forward,1.0,6-7,225.0,2020.0,2020.0,79.0
76750,Walt Frazier,Guard,13.0,6-4,200.0,1967.0,1979.0,76.0
202690,Jimmer Fredette,Guard,7.0,6-2,195.0,2011.0,2018.0,74.0
76753,World Free,Guard,13.0,6-3,185.0,1975.0,1987.0,75.0
202683,Enes Freedom,Center,11.0,6-10,250.0,2011.0,2021.0,82.0
200777,Joel Freeland,Center-Forward,3.0,6-10,225.0,2012.0,2014.0,82.0
76754,Donnie Freeman,Guard,1.0,6-3,185.0,1975.0,1975.0,75.0
76755,Gary Freeman,Forward,1.0,6-9,210.0,1970.0,1970.0,81.0
76756,Rod Freeman,Forward,1.0,6-7,225.0,1973.0,1973.0,79.0
2782,Matt Freije,Forward,3.0,6-9,249.0,2004.0,2006.0,81.0
76757,Frido Frey,Forward,1.0,6-2,195.0,1946.0,1946.0,74.0
76758,Larry Friend,Guard,1.0,6-4,185.0,1957.0,1957.0,76.0
76759,Pat Frink,Guard,1.0,6-4,195.0,1968.0,1968.0,76.0
76760,Jim Fritsche,Center,2.0,6-8,210.0,1953.0,1954.0,80.0
76763,Herm Fuetsch,Guard,1.0,6-0,170.0,1947.0,1947.0,72.0
76764,Joe Fulks,Forward,8.0,6-5,190.0,1946.0,1953.0,77.0
2673,Hiram Fuller,Forward,2.0,6-9,240.0,2003.0,2003.0,81.0
957,Todd Fuller,Center,5.0,,211.20112517580873,1996.0,2000.0,78.0584598088814
76765,Tony Fuller,Guard,1.0,6-4,180.0,1980.0,1980.0,76.0
1628365,Markelle Fultz,Guard,6.0,6-4,209.0,2017.0,2023.0,76.0
1444,Lawrence Funderburke,Forward,8.0,6-9,230.0,1997.0,2004.0,81.0
76767,Terry Furlow,Guard,4.0,6-5,190.0,1976.0,1979.0,77.0
1629117,Wenyen Gabriel,Forward,4.0,6-9,205.0,2018.0,2023.0,81.0
202070,Tony Gaffney,Forward,1.0,6-8,205.0,2009.0,2009.0,80.0
1629655,Daniel Gafford,Forward-Center,4.0,6-10,234.0,2019.0,2023.0,82.0
101184,Deng Gai,Forward,1.0,6-9,250.0,2005.0,2005.0,81.0
76769,Elmer R. Gainer,Unknown,2.0,,211.20112517580873,1947.0,1949.0,78.0584598088814
2558,Reece Gaines,Guard,3.0,6-6,205.0,2003.0,2005.0,78.0
202178,Sundiata Gaines,Guard,4.0,6-1,200.0,2009.0,2011.0,73.0
76771,Mike Gale,Guard,6.0,6-4,185.0,1976.0,1981.0,76.0
76772,Chad Gallagher,Center,1.0,6-10,255.0,1993.0,1993.0,82.0
201568,Danilo Gallinari,Forward,13.0,6-10,236.0,2008.0,2023.0,82.0
204038,Langston Galloway,Guard,9.0,6-1,200.0,2014.0,2021.0,73.0
200816,Jorge Garbajosa,Forward,2.0,6-9,245.0,2006.0,2007.0,81.0
101128,Francisco Garcia,Guard-Forward,10.0,6-7,215.0,2005.0,2014.0,79.0
201242,Thomas Gardner,Guard,3.0,6-5,225.0,2007.0,2008.0,77.0
76779,Vern Gardner,Center,3.0,6-5,200.0,1949.0,1951.0,77.0
76780,Jack Garfinkel,Guard,3.0,6-0,190.0,1946.0,1948.0,72.0
76781,Gary Garland,Guard,1.0,6-4,180.0,1979.0,1979.0,76.0
76785,Bill Garnett,Forward,4.0,6-9,225.0,1982.0,1985.0,81.0
708,Kevin Garnett,Forward,22.0,6-11,240.0,1995.0,2015.0,83.0
1831,Marlon Garnett,Guard,1.0,6-2,186.0,1998.0,1998.0,74.0
1628656,Billy Garrett,Guard-Forward,2.0,6-6,215.0,2018.0,2018.0,78.0
76786,Calvin Garrett,Forward,4.0,6-7,190.0,1980.0,1983.0,79.0
76788,Eldo Garrett,Guard,5.0,6-3,185.0,1969.0,1973.0,75.0
76790,Tom Garrick,Guard,4.0,6-2,185.0,1988.0,1991.0,74.0
76791,John Garris,Forward,1.0,6-8,205.0,1983.0,1983.0,80.0
1619,Kiwane Garris,Guard,3.0,6-2,183.0,1997.0,2002.0,74.0
76793,Jim Garvin,Forward,1.0,6-7,200.0,1973.0,1973.0,79.0
1630568,Luka Garza,Center,2.0,6-10,243.0,2021.0,2023.0,82.0
76794,Frank Gates,Guard,1.0,6-0,160.0,1949.0,1949.0,72.0
423,Chris Gatling,Forward,11.0,,211.20112517580873,1991.0,2001.0,78.0584598088814
930,Kenny Gattison,Forward,9.0,6-8,225.0,1986.0,1995.0,80.0
200752,Rudy Gay,Forward-Guard,17.0,6-8,250.0,2006.0,2023.0,80.0
76797,Ed Gayda,Guard,1.0,6-4,210.0,1950.0,1950.0,76.0
1845,Andrew Gaze,Unknown,2.0,,211.20112517580873,1993.0,2017.0,78.0584598088814
1002,Reggie Geary,Guard,1.0,6-2,187.0,1996.0,1997.0,74.0
202087,Alonzo Gee,Forward,8.0,6-6,225.0,2009.0,2016.0,78.0
761,Matt Geiger,Center,10.0,,211.20112517580873,1992.0,2001.0,78.0584598088814
202331,Paul George,Forward,13.0,6-8,220.0,2010.0,2023.0,80.0
1627875,Marcus Georges-Hunt,Guard,3.0,6-5,226.0,2016.0,2017.0,77.0
76802,Gus Gerard,Forward,5.0,6-8,200.0,1976.0,1980.0,80.0
76805,Gorham Getchell,Center,1.0,6-4,205.0,1946.0,1946.0,76.0
76806,John Gianelli,Center,8.0,6-10,220.0,1972.0,1979.0,82.0
76807,Dick Gibbs,Forward,5.0,6-5,210.0,1971.0,1975.0,77.0
76808,Dee Gibson,Guard,1.0,5-11,175.0,1949.0,1949.0,71.0
201959,Taj Gibson,Forward,14.0,6-9,232.0,2009.0,2023.0,81.0
1630581,Josh Giddey,Guard,2.0,6-8,216.0,2021.0,2023.0,80.0
201821,Trey Gilder,Forward,2.0,6-9,205.0,2009.0,2009.0,81.0
1630264,Anthony Gill,Forward,3.0,6-8,230.0,2020.0,2023.0,80.0
2109,Eddie Gill,Guard,8.0,6-0,190.0,2000.0,2008.0,72.0
76812,Ben Gillery,Center,1.0,7-0,235.0,1988.0,1988.0,84.0
1631221,Collin Gillespie,Guard,0.0,6-1,195.0,2022.0,2023.0,73.0
1630273,Freddie Gillespie,Center,2.0,6-9,245.0,2020.0,2021.0,81.0
76813,Gene Gillette,Unknown,1.0,,211.20112517580873,1946.0,1946.0,78.0584598088814
288,Armen Gilliam,Forward,12.0,6-9,260.0,1987.0,1999.0,81.0
76815,Herm Gilliam,Guard,8.0,6-3,190.0,1969.0,1976.0,75.0
600014,Artis Gilmore,Center,12.0,7-2,240.0,1976.0,1987.0,86.0
76817,Walt Gilmore,Forward,1.0,6-6,225.0,1970.0,1970.0,78.0
76818,Chuck Gilmur,Forward,5.0,6-4,225.0,1946.0,1950.0,76.0
1938,Manu Ginobili,Guard,16.0,6-6,205.0,2002.0,2017.0,78.0
1921,Gordan Giricek,Guard,7.0,6-6,220.0,2002.0,2007.0,78.0
76819,Jack Givens,Forward,2.0,6-5,205.0,1978.0,1979.0,77.0
76820,George Glamack,Center,1.0,6-6,225.0,1948.0,1948.0,78.0
76822,Mike Glenn,Guard,10.0,6-2,175.0,1977.0,1986.0,74.0
76823,Norman Glick,Forward,1.0,6-6,190.0,1949.0,1949.0,78.0
2601,Andreas Glyniadakis,Center,1.0,7-1,280.0,2006.0,2006.0,85.0
76826,Mike Gminski,Center,14.0,6-11,250.0,1980.0,1993.0,83.0
203497,Rudy Gobert,Center,10.0,7-1,258.0,2013.0,2023.0,85.0
76828,Tom Gola,Guard,10.0,6-6,205.0,1955.0,1965.0,78.0
76829,Ben Goldfaden,Forward,1.0,6-1,185.0,1946.0,1946.0,73.0
76830,Glen Gondrezick,Forward,6.0,6-6,218.0,1977.0,1982.0,78.0
2400,Drew Gooden,Forward,15.0,6-10,250.0,2002.0,2015.0,82.0
1864,Steve Goodrich,Center,3.0,6-10,220.0,2000.0,2002.0,82.0
203462,Archie Goodwin,Guard,5.0,6-5,205.0,2013.0,2016.0,77.0
1629164,Brandon Goodwin,Guard,5.0,6-0,180.0,2018.0,2021.0,72.0
1630692,Jordan Goodwin,Guard,2.0,6-3,200.0,2021.0,2023.0,75.0
76833,Wilfred Goodwin,Forward,2.0,6-2,203.0,1946.0,1947.0,74.0
2732,Ben Gordon,Guard,12.0,6-3,205.0,2004.0,2014.0,75.0
201569,Eric Gordon,Guard,16.0,6-3,215.0,2008.0,2022.0,75.0
76834,Lancaster Gordon,Guard,4.0,6-3,185.0,1984.0,1987.0,75.0
76835,Paul Gordon,Forward,1.0,6-3,185.0,1949.0,1949.0,75.0
76836,Leo Gottlieb,Guard,2.0,5-11,180.0,1946.0,1947.0,71.0
76838,Joe Graboski,Forward,13.0,6-8,195.0,1948.0,1961.0,80.0
76839,Ricky Grace,Guard,1.0,6-1,180.0,1993.0,1993.0,73.0
37,Greg Graham,Guard,5.0,6-4,174.0,1993.0,1997.0,76.0
76843,Mal Graham,Guard,2.0,6-1,185.0,1967.0,1968.0,73.0
101211,Stephen Graham,Guard-Forward,7.0,6-6,215.0,2005.0,2010.0,78.0
1626203,Treveon Graham,Guard-Forward,5.0,6-5,219.0,2016.0,2019.0,77.0
101122,Danny Granger,Forward-Guard,11.0,6-9,222.0,2005.0,2014.0,81.0
76847,Stewart Granger,Guard,3.0,6-3,190.0,1983.0,1986.0,75.0
258,Brian Grant,Forward-Center,13.0,6-9,254.0,1994.0,2005.0,81.0
76850,Bud Grant,Forward,2.0,6-3,195.0,1949.0,1950.0,75.0
285,Greg Grant,Guard,6.0,5-7,140.0,1989.0,1995.0,67.0
270,Horace Grant,Center,18.0,6-10,245.0,1987.0,2003.0,82.0
1626170,Jerian Grant,Guard,6.0,6-4,198.0,2015.0,2019.0,76.0
76852,Josh Grant,Forward,1.0,6-9,223.0,1993.0,1993.0,81.0
1514,Paul Grant,Center,2.0,7-0,245.0,1998.0,2003.0,84.0
76853,Travis Grant,Forward,2.0,6-7,215.0,1972.0,1973.0,79.0
76854,Don Grate,Guard,1.0,6-2,185.0,1949.0,1949.0,74.0
1629755,Hassani Gravett,Guard,1.0,6-2,187.0,2021.0,2021.0,74.0
201189,Aaron Gray,Center,7.0,7-0,270.0,2007.0,2013.0,84.0
1070,Devin Gray,Forward,1.0,6-7,240.0,1996.0,1999.0,79.0
1627982,Josh Gray,Guard,3.0,6-0,180.0,2017.0,2019.0,72.0
76861,Stuart Gray,Center,7.0,7-0,235.0,1984.0,1990.0,84.0
76862,Sylvester Gray,Forward,1.0,6-6,230.0,1988.0,1988.0,78.0
920,A.C. Green,Forward,16.0,6-9,225.0,1985.0,2000.0,81.0
203110,Draymond Green,Forward,11.0,6-6,230.0,2012.0,2023.0,78.0
101123,Gerald Green,Guard-Forward,13.0,6-7,205.0,2005.0,2018.0,79.0
203210,JaMychal Green,Forward-Center,9.0,6-9,227.0,2014.0,2023.0,81.0
1630224,Jalen Green,Guard,2.0,6-4,186.0,2021.0,2023.0,76.0
1629750,Javonte Green,Guard,4.0,6-5,205.0,2019.0,2023.0,77.0
201145,Jeff Green,Forward,15.0,6-8,235.0,2007.0,2023.0,80.0
76867,Johnny Green,Forward,14.0,6-5,200.0,1959.0,1972.0,77.0
1630182,Josh Green,Guard,3.0,6-7,200.0,2020.0,2023.0,79.0
600011,Lamar Green,Forward,6.0,6-7,210.0,1969.0,1974.0,79.0
1036,Litterial Green,Guard,5.0,6-1,185.0,1992.0,1998.0,73.0
76872,Luther Green,Forward,1.0,6-7,190.0,1972.0,1972.0,79.0
76873,Mike Green,Center,4.0,6-10,200.0,1976.0,1979.0,82.0
76874,Rickey Green,Guard,14.0,6-0,170.0,1977.0,1991.0,72.0
76876,Sidney Green,Forward,10.0,6-9,220.0,1983.0,1992.0,81.0
76878,Steve Green,Forward,3.0,6-7,220.0,1976.0,1978.0,79.0
76879,Tommy Green,Guard,1.0,6-2,185.0,1978.0,1978.0,74.0
201590,Donte Greene,Forward,6.0,6-11,226.0,2008.0,2012.0,83.0
76881,David Greenwood,Forward,12.0,6-9,222.0,1979.0,1990.0,81.0
76882,Hal Greer,Guard,15.0,6-2,175.0,1958.0,1972.0,74.0
2696,Lynn Greer,Guard,2.0,6-2,175.0,2006.0,2006.0,74.0
76883,Gary Gregor,Forward,5.0,6-7,225.0,1968.0,1972.0,79.0
76884,Claude Gregory,Forward,2.0,6-8,205.0,1985.0,1987.0,80.0
76887,Kevin Grevey,Guard,10.0,6-5,210.0,1975.0,1984.0,77.0
1631100,AJ Griffin,Forward,1.0,6-6,220.0,2022.0,2023.0,78.0
1559,Adrian Griffin,Guard-Forward,10.0,6-5,230.0,1999.0,2007.0,77.0
76889,Paul Griffin,Forward,7.0,6-9,205.0,1976.0,1982.0,81.0
76890,Darrell Griffith,Guard,10.0,6-4,190.0,1980.0,1990.0,76.0
76891,Chuck Grigsby,Guard,1.0,6-5,190.0,1954.0,1954.0,77.0
1629656,Quentin Grimes,Guard,2.0,6-5,210.0,2021.0,2023.0,77.0
1575,Derek Grimm,Forward,1.0,6-9,230.0,1997.0,1997.0,81.0
76895,Bob Gross,Forward,8.0,6-6,200.0,1975.0,1982.0,78.0
76896,Jerry Grote,Guard,1.0,6-4,215.0,1964.0,1964.0,76.0
101219,Anthony Grundy,Guard,1.0,6-3,185.0,2005.0,2005.0,75.0
76901,Petur Gudmundsson,Center,4.0,7-2,260.0,1981.0,1988.0,86.0
339,Tom Gugliotta,Forward,14.0,6-10,250.0,1992.0,2004.0,82.0
76906,Dave Gunther,Forward,1.0,6-7,190.0,1962.0,1962.0,79.0
76907,Al Guokas,Forward,1.0,6-5,200.0,1949.0,1949.0,77.0
76908,Matt Guokas,Guard,10.0,6-6,175.0,1966.0,1975.0,78.0
76909,Matt Guokas,Guard,1.0,6-3,195.0,1946.0,1946.0,75.0
203268,Jorge Gutierrez,Guard,4.0,6-3,189.0,2013.0,2015.0,75.0
2775,Ha Ha,Center,3.0,7-3,305.0,2004.0,2005.0,87.0
1629060,Rui Hachimura,Forward,4.0,6-8,230.0,2019.0,2023.0,80.0
76911,Scott Haffner,Guard,2.0,6-3,180.0,1989.0,1990.0,75.0
76913,Glenn Hagan,Guard,1.0,6-0,170.0,1981.0,1981.0,72.0
1630204,Ashton Hagans,Guard-Forward,2.0,6-3,190.0,2020.0,2020.0,75.0
203798,PJ Hairston,Forward-Guard,3.0,6-6,230.0,2014.0,2015.0,78.0
2409,Marcus Haislip,Forward,4.0,6-10,230.0,2002.0,2009.0,82.0
76918,Chuck Halbert,Center,5.0,6-9,225.0,1946.0,1950.0,81.0
76919,Harvey Halbrook,Center,2.0,7-3,235.0,1960.0,1961.0,87.0
76920,Bruce Hale,Guard,3.0,6-1,170.0,1948.0,1950.0,73.0
1630169,Tyrese Haliburton,Guard,3.0,6-5,185.0,2020.0,2023.0,77.0
1628985,Devon Hall,Guard,2.0,6-5,215.0,2019.0,2019.0,77.0
1631160,Jordan Hall,Guard,1.0,6-7,215.0,2022.0,2022.0,79.0
200837,Mike Hall,Forward,2.0,6-8,230.0,2006.0,2006.0,80.0
1629788,Tyler Hall,Guard,2.0,6-5,209.0,2021.0,2021.0,77.0
984,Steve Hamer,Center,1.0,7-0,245.0,1996.0,1996.0,84.0
202706,Jordan Hamilton,Guard-Forward,6.0,6-7,220.0,2011.0,2015.0,79.0
203120,Justin Hamilton,Center,4.0,7-0,255.0,2013.0,2016.0,84.0
76927,Ralph Hamilton,Guard,1.0,6-1,188.0,1948.0,1948.0,73.0
1888,Richard Hamilton,Guard,15.0,6-7,193.0,1999.0,2012.0,79.0
2347,Tang Hamilton,Forward,2.0,6-8,205.0,2001.0,2002.0,80.0
676,Thomas Hamilton,Center,3.0,7-2,330.0,1995.0,2002.0,86.0
67,Tom Hammonds,Forward,12.0,,211.20112517580873,1989.0,2000.0,78.0584598088814
1627773,AJ Hammons,Center,2.0,7-0,260.0,2016.0,2016.0,84.0
1630181,R.J. Hampton,Guard,4.0,6-4,175.0,2020.0,2022.0,76.0
241,Darrin Hancock,Forward,3.0,6-7,205.0,1994.0,1996.0,79.0
76936,Phil Hankinson,Forward,2.0,6-8,195.0,1973.0,1974.0,80.0
76939,Rollen Hans,Guard,2.0,6-2,210.0,1953.0,1954.0,74.0
203162,Ben Hansbrough,Guard,2.0,6-3,203.0,2012.0,2012.0,75.0
76942,Bob Hansen,Guard,9.0,6-6,190.0,1983.0,1991.0,78.0
76940,Glenn Hansen,Guard,3.0,6-4,205.0,1975.0,1977.0,76.0
2580,Travis Hansen,Guard-Forward,2.0,6-6,205.0,2003.0,2003.0,78.0
76944,Bill Hanzlik,Forward,10.0,6-7,185.0,1980.0,1989.0,79.0
202376,Luke Harangody,Forward,3.0,6-7,245.0,2010.0,2011.0,79.0
896,Tim Hardaway,Guard,14.0,6-0,195.0,1989.0,2002.0,72.0
203501,Tim Hardaway Jr.,Guard-Forward,10.0,6-5,205.0,2013.0,2023.0,77.0
201935,James Harden,Guard,14.0,6-5,220.0,2009.0,2023.0,77.0
76945,Reggie Harding,Center,4.0,7-0,249.0,1963.0,1967.0,84.0
1630702,Jaden Hardy,Guard,1.0,6-3,198.0,2021.0,2023.0,75.0
76948,James Hardy,Forward,4.0,6-8,220.0,1978.0,1981.0,80.0
76949,John Hargis,Guard,2.0,6-2,180.0,1949.0,1950.0,74.0
76952,Jerome Harmon,Guard,1.0,6-4,190.0,1994.0,1994.0,76.0
157,Derek Harper,Guard,16.0,6-4,206.0,1983.0,1998.0,76.0
1629607,Jared Harper,Guard,4.0,5-10,175.0,2019.0,2021.0,70.0
76954,Mike Harper,Center,2.0,6-10,195.0,1980.0,1981.0,82.0
166,Ron Harper,Guard,15.0,6-6,215.0,1986.0,2000.0,78.0
1631199,Ron Harper Jr.,Forward,1.0,6-5,245.0,2022.0,2023.0,77.0
1723,Matt Harpring,Forward,12.0,6-7,230.0,1998.0,2008.0,79.0
202725,Josh Harrellson,Forward-Center,4.0,6-10,275.0,2011.0,2013.0,82.0
2492,Adam Harrington,Guard,2.0,6-5,200.0,2002.0,2002.0,77.0
970,Othella Harrington,Forward-Center,13.0,6-9,235.0,1996.0,2007.0,81.0
76957,Bernie Harris,Forward,1.0,6-10,200.0,1974.0,1974.0,82.0
76959,Bob Harris,Forward,5.0,6-7,195.0,1949.0,1953.0,79.0
76958,Chris Harris,Guard,1.0,6-3,190.0,1955.0,1955.0,75.0
203548,Elias Harris,Forward,1.0,6-8,239.0,2013.0,2013.0,80.0
203914,Gary Harris,Guard,9.0,6-4,210.0,2014.0,2023.0,76.0
203925,Joe Harris,Guard-Forward,9.0,6-6,220.0,2014.0,2023.0,78.0
1630284,Kevon Harris,Guard,1.0,6-6,216.0,2022.0,2023.0,78.0
446,Lucious Harris,Guard,12.0,6-5,205.0,1993.0,2004.0,77.0
202412,Manny Harris,Guard,5.0,6-5,185.0,2010.0,2016.0,77.0
202227,Terrel Harris,Guard,3.0,6-4,190.0,2011.0,2012.0,76.0
1626151,Aaron Harrison,Guard,3.0,6-6,210.0,2015.0,2017.0,78.0
76962,Bob Harrison,Guard,9.0,6-1,190.0,1949.0,1957.0,73.0
1628404,Josh Hart,Guard,6.0,6-4,215.0,2017.0,2023.0,76.0
1628392,Isaiah Hartenstein,Center-Forward,5.0,7-0,250.0,2018.0,2023.0,84.0
202238,Kenny Hasbrouck,Guard,1.0,6-3,190.0,2009.0,2009.0,75.0
76965,Clem Haskins,Guard,9.0,6-3,195.0,1967.0,1975.0,75.0
2617,Udonis Haslem,Forward,20.0,6-7,235.0,2003.0,2023.0,79.0
76966,Joey Hassett,Guard,6.0,6-5,180.0,1977.0,1982.0,77.0
76968,Scott Hastings,Forward,11.0,6-10,235.0,1982.0,1992.0,82.0
2213,Kirk Haston,Forward,3.0,6-9,242.0,2001.0,2002.0,81.0
76969,Vern Hatton,Guard,4.0,6-3,195.0,1958.0,1961.0,75.0
1630573,Sam Hauser,Forward,2.0,6-7,217.0,2021.0,2023.0,79.0
76970,John Havlicek,Forward,16.0,6-5,203.0,1962.0,1977.0,77.0
201150,Spencer Hawes,Forward-Center,11.0,7-1,245.0,2007.0,2016.0,85.0
1038,Juaquin Hawkins,Forward,2.0,6-7,205.0,2002.0,2002.0,79.0
1138,Michael Hawkins,Guard,4.0,,211.20112517580873,1996.0,2000.0,78.0584598088814
76975,Robert Hawkins,Guard,4.0,6-4,190.0,1975.0,1978.0,76.0
76979,Elvin Hayes,Forward,16.0,6-9,235.0,1968.0,1983.0,81.0
1630165,Killian Hayes,Guard,3.0,6-5,195.0,2020.0,2023.0,77.0
1628502,Nigel Hayes,Forward,1.0,6-7,254.0,2017.0,2017.0,79.0
202351,Lazar Hayward,Forward,4.0,6-6,225.0,2010.0,2012.0,78.0
76981,Spencer Haywood,Forward,12.0,6-8,225.0,1970.0,1982.0,80.0
76982,John W. Hazen,Guard,1.0,6-2,172.0,1948.0,1948.0,74.0
76983,Walt Hazzard,Guard,10.0,6-2,185.0,1964.0,1973.0,74.0
101129,Luther Head,Guard,6.0,6-3,185.0,2005.0,2010.0,75.0
1049,Shane Heal,Guard,2.0,6-0,180.0,1996.0,2003.0,72.0
76984,Brian Heaney,Guard,1.0,6-2,180.0,1969.0,1969.0,74.0
203687,Reggie Hearn,Guard,2.0,6-5,210.0,2017.0,2017.0,77.0
76986,Herm Hedderick,Guard,1.0,6-5,170.0,1954.0,1954.0,77.0
76987,Alvin Heggs,Forward,1.0,6-8,225.0,1995.0,1995.0,80.0
76989,Dick Hemric,Forward,2.0,6-6,220.0,1955.0,1956.0,78.0
673,Alan Henderson,Forward-Center,13.0,6-9,240.0,1995.0,2006.0,81.0
1538,Cedric Henderson,Forward,6.0,6-7,225.0,1997.0,2002.0,79.0
76990,Cedric Henderson,Forward,1.0,6-8,210.0,1986.0,1986.0,80.0
76993,Gerald Henderson,Guard,13.0,6-2,175.0,1979.0,1991.0,74.0
201945,Gerald Henderson,Guard,9.0,6-5,215.0,2009.0,2016.0,77.0
76994,Kevin Henderson,Guard,2.0,6-4,195.0,1986.0,1987.0,76.0
76996,Tom Henderson,Guard,9.0,6-3,190.0,1974.0,1982.0,75.0
76999,Don Henriksen,Forward,2.0,6-7,225.0,1952.0,1954.0,79.0
1630565,Aaron Henry,Forward,1.0,6-5,210.0,2021.0,2021.0,77.0
77000,Al Henry,Center,2.0,6-9,190.0,1970.0,1971.0,81.0
77004,Bill Henry,Center,2.0,6-9,215.0,1948.0,1949.0,81.0
1667,Steve Henson,Guard,7.0,5-11,177.0,1990.0,1998.0,71.0
77006,Bill Herman,Guard,1.0,6-3,170.0,1949.0,1949.0,75.0
77007,Clarence Hermsen,Center,6.0,6-9,225.0,1946.0,1952.0,81.0
1629608,Dewan Hernandez,Center-Forward,2.0,6-10,235.0,2019.0,2019.0,82.0
1914,Chris Herren,Guard,2.0,6-2,190.0,1999.0,2000.0,74.0
61,Carl Herrera,Unknown,8.0,,211.20112517580873,1991.0,2008.0,78.0584598088814
77010,Keith Herron,Guard,3.0,6-6,195.0,1978.0,1981.0,78.0
77011,Sidney Hertzberg,Guard,5.0,5-10,175.0,1946.0,1950.0,70.0
1628987,Kevin Hervey,Forward,2.0,6-9,230.0,2019.0,2019.0,81.0
77012,Fred Hetzel,Forward,6.0,6-8,220.0,1965.0,1970.0,80.0
77015,Art Heyman,Guard,3.0,6-5,205.0,1963.0,1965.0,77.0
1626209,Mario Hezonja,Forward-Guard,6.0,6-8,220.0,2015.0,2019.0,80.0
1628439,Isaiah Hicks,Forward,3.0,6-9,230.0,2017.0,2018.0,81.0
77017,Phil Hicks,Forward,2.0,6-7,205.0,1976.0,1978.0,79.0
201581,JJ Hickson,Center-Forward,9.0,6-9,242.0,2008.0,2015.0,81.0
1848,Mike Higgins,Forward,2.0,6-9,220.0,1989.0,1990.0,81.0
77019,Rod Higgins,Forward,13.0,6-7,200.0,1982.0,1994.0,79.0
1629312,Haywood Highsmith,Forward,3.0,6-5,220.0,2018.0,2023.0,77.0
77023,Wayne Hightower,Forward,5.0,6-8,192.0,1962.0,1966.0,80.0
201588,George Hill,Guard,15.0,6-4,188.0,2008.0,2023.0,76.0
255,Grant Hill,Forward,18.0,6-8,225.0,1994.0,2012.0,80.0
201195,Herbert Hill,Forward-Center,1.0,6-10,240.0,2007.0,2007.0,82.0
201941,Jordan Hill,Forward-Center,9.0,6-10,240.0,2009.0,2016.0,82.0
1630792,Malcolm Hill,Forward,2.0,6-6,220.0,2021.0,2022.0,78.0
203524,Solomon Hill,Forward,9.0,6-6,226.0,2013.0,2021.0,78.0
238,Tyrone Hill,Forward,14.0,6-9,250.0,1990.0,2003.0,81.0
77027,Art Hillhouse,Center,2.0,6-7,220.0,1946.0,1947.0,79.0
77028,Darnell Hillman,Forward,4.0,6-9,215.0,1976.0,1979.0,81.0
77029,Fred Hilton,Guard,2.0,6-3,185.0,1971.0,1972.0,75.0
1630207,Nate Hinton,Guard-Forward,3.0,6-5,210.0,2020.0,2021.0,77.0
77031,Mel Hirsch,Guard,1.0,5-6,165.0,1946.0,1946.0,66.0
77032,Lew Hitch,Forward,6.0,6-8,200.0,1951.0,1956.0,80.0
200823,Robert Hite,Guard,2.0,6-2,184.0,2006.0,2006.0,74.0
1629658,Jaylen Hoard,Forward,3.0,6-8,216.0,2019.0,2021.0,80.0
1106,Donald Hodge,Forward,5.0,7-0,230.0,1991.0,1995.0,84.0
