person_id,display_first_last,position,season_exp,height,weight,from_year,to_year,height_inches
76001,Alaa Abdelnaby,Forward,5.0,6-10,240.0,1990.0,1994.0,82.0
76002,Zaid Abdul-Aziz,Center,10.0,6-9,235.0,1968.0,1977.0,81.0
76003,Kareem Abdul-Jabbar,Center,20.0,7-2,225.0,1969.0,1988.0,86.0
949,Shareef Abdur-Rahim,Forward,13.0,6-9,245.0,1996.0,2007.0,81.0
76006,Forest Able,Guard,1.0,6-3,180.0,1956.0,1956.0,75.0
76007,John Abramovic,Forward,2.0,6-3,195.0,1946.0,1947.0,75.0
203518,Alex Abrines,Guard,3.0,6-6,200.0,2016.0,2018.0,78.0
1630173,Precious Achiuwa,Forward,3.0,6-8,225.0,2020.0,2023.0,80.0
203112,Quincy Acy,Forward,7.0,6-7,240.0,2012.0,2018.0,79.0
76011,Alvan Adams,Center,13.0,6-9,210.0,1975.0,1987.0,81.0
1629121,Jaylen Adams,Guard,3.0,6-0,225.0,2018.0,2020.0,72.0
149,Michael Adams,Guard,11.0,5-10,165.0,1985.0,1995.0,70.0
203500,Steven Adams,Center,10.0,6-11,265.0,2013.0,2023.0,83.0
1629061,Deng Adel,Forward,2.0,6-7,200.0,2018.0,2018.0,79.0
76015,Rick Adelman,Guard,7.0,6-2,175.0,1968.0,1974.0,74.0
201167,Arron Afflalo,Guard,12.0,6-5,210.0,2007.0,2017.0,77.0
1630534,Ochai Agbaji,Guard,1.0,6-5,215.0,2022.0,2023.0,77.0
200772,Maurice Ager,Forward-Guard,4.0,6-5,202.0,2006.0,2010.0,77.0
76016,Mark Aguirre,Forward,13.0,6-6,232.0,1981.0,1993.0,78.0
201582,Alexis Ajinca,Center,8.0,7-2,248.0,2008.0,2017.0,86.0
203006,Josh Akognon,Guard,2.0,5-11,185.0,2012.0,2012.0,71.0
1629152,DeVaughn Akoon-Purcell,Guard-Forward,2.0,6-6,200.0,2018.0,2018.0,78.0
76020,Gary Alcorn,Center,2.0,6-9,225.0,1959.0,1960.0,81.0
1630583,Santi Aldama,Forward-Center,2.0,7-0,215.0,2021.0,2023.0,84.0
202332,Cole Aldrich,Center,9.0,6-11,253.0,2010.0,2017.0,83.0
200746,LaMarcus Aldridge,Center-Forward,17.0,6-11,250.0,2006.0,2021.0,83.0
76021,Chuck Aleksinas,Center,1.0,6-11,260.0,1984.0,1984.0,83.0
1626146,Cliff Alexander,Forward,2.0,6-8,240.0,2015.0,2015.0,80.0
76022,Gary Alexander,Forward,1.0,6-7,240.0,1993.0,1993.0,79.0
201570,Joe Alexander,Forward,3.0,6-8,230.0,2008.0,2009.0,80.0
1630234,Ty-Shon Alexander,Guard,2.0,6-3,195.0,2020.0,2020.0,75.0
2349,Victor Alexander,Forward,5.0,6-10,265.0,1991.0,2001.0,82.0
1628959,Rawle Alkins,Guard,2.0,6-5,225.0,2018.0,2018.0,77.0
76028,Bob Allen,Forward,1.0,6-9,205.0,1968.0,1968.0,81.0
1628960,Grayson Allen,Guard,5.0,6-4,198.0,2018.0,2023.0,76.0
1628386,Jarrett Allen,Center,6.0,6-9,243.0,2017.0,2023.0,81.0
706,Jerome Allen,Guard,2.0,6-4,184.0,1995.0,1996.0,76.0
1628443,Kadeem Allen,Guard,3.0,6-1,200.0,2017.0,2019.0,73.0
2124,Malik Allen,Forward,11.0,6-10,255.0,2001.0,2010.0,82.0
76025,Randy Allen,Forward,2.0,6-8,220.0,1988.0,1989.0,80.0
2754,Tony Allen,Guard-Forward,14.0,6-4,213.0,2004.0,2017.0,76.0
76029,Odis Allison,Forward,1.0,6-6,195.0,1971.0,1971.0,78.0
200984,Lance Allred,Center,2.0,6-11,250.0,2007.0,2007.0,83.0
76030,Darrell Allums,Forward,1.0,6-8,220.0,1980.0,1980.0,80.0
201165,Morris Almond,Guard,4.0,6-6,225.0,2007.0,2011.0,78.0
1747,Rafer Alston,Guard,11.0,6-2,175.0,1999.0,2009.0,74.0
1630631,Jose Alvarado,Guard,2.0,6-0,179.0,2021.0,2023.0,72.0
680,John Amaechi,Forward-Center,6.0,6-10,270.0,1995.0,2002.0,82.0
202329,Al-Farouq Aminu,Forward,12.0,6-8,220.0,2010.0,2020.0,80.0
76034,Bob Anderegg,Forward,1.0,6-3,200.0,1959.0,1959.0,75.0
2365,Chris Andersen,Forward-Center,15.0,6-10,245.0,2001.0,2016.0,82.0
101187,Alan Anderson,Forward-Guard,9.0,6-6,220.0,2005.0,2016.0,78.0
202079,Antonio Anderson,Guard,2.0,6-6,215.0,2009.0,2009.0,78.0
76035,Cliff Anderson,Guard,3.0,6-2,200.0,1967.0,1970.0,74.0
76036,Daniel Anderson,Guard,2.0,6-2,185.0,1974.0,1975.0,74.0
944,Eric Anderson,Forward,2.0,6-9,220.0,1992.0,1993.0,81.0
246,Greg Anderson,Center-Forward,10.0,6-10,250.0,1987.0,1997.0,82.0
202341,James Anderson,Guard-Forward,6.0,6-6,213.0,2010.0,2015.0,78.0
1626147,Justin Anderson,Forward-Guard,7.0,6-5,231.0,2015.0,2021.0,77.0
76041,Kim Anderson,Forward,1.0,6-7,200.0,1978.0,1978.0,79.0
76042,Michael Anderson,Guard,1.0,5-11,184.0,1988.0,1988.0,71.0
76043,Mitchell Anderson,Forward,3.0,6-8,195.0,1982.0,1984.0,80.0
98,Nick Anderson,Forward-Guard,14.0,6-6,228.0,1989.0,2002.0,78.0
76045,Richard Anderson,Forward,6.0,6-10,240.0,1982.0,1989.0,82.0
76046,Ron Anderson,Forward,10.0,6-7,215.0,1984.0,1993.0,79.0
201583,Ryan Anderson,Forward,12.0,6-9,240.0,2008.0,2019.0,81.0
1000,Shandon Anderson,Guard-Forward,10.0,6-6,215.0,1996.0,2005.0,78.0
335,Willie Anderson,Guard-Forward,8.0,6-8,200.0,1988.0,1996.0,80.0
76048,Wally Anderzunas,Center,1.0,6-7,220.0,1969.0,1969.0,79.0
76049,Don Anielak,Forward,1.0,6-7,190.0,1954.0,1954.0,79.0
1512,Chris Anstey,Center,2.0,7-0,249.0,1997.0,1999.0,84.0
203507,Giannis Antetokounmpo,Forward,10.0,7-0,243.0,2013.0,2023.0,84.0
203648,Thanasis Antetokounmpo,Forward,5.0,6-7,219.0,2015.0,2023.0,79.0
1630175,Cole Anthony,Guard,3.0,6-3,185.0,2020.0,2023.0,75.0
21,Greg Anthony,Guard,11.0,6-1,180.0,1991.0,2001.0,73.0
201202,Joel Anthony,Center,11.0,6-9,245.0,2007.0,2016.0,81.0
1628384,O.G. Anunoby,Forward,6.0,6-7,232.0,2017.0,2023.0,79.0
2737,Rafael Araujo,Center,4.0,6-11,270.0,2004.0,2006.0,83.0
2425,Robert Archibald,Forward,3.0,6-11,250.0,2002.0,2003.0,83.0
1627853,Ryan Arcidiacono,Guard,6.0,6-3,195.0,2017.0,2022.0,75.0
2240,Gilbert Arenas,Guard,12.0,6-4,215.0,2001.0,2011.0,76.0
76056,Paul Arizin,Forward,10.0,6-4,190.0,1950.0,1961.0,76.0
769,B.J. Armstrong,Guard,11.0,6-2,185.0,1989.0,1999.0,74.0
76061,Bob Armstrong,Center,1.0,6-8,220.0,1956.0,1956.0,80.0
2220,Brandon Armstrong,Guard,4.0,6-5,185.0,2001.0,2003.0,77.0
200756,Hilton Armstrong,Forward-Center,6.0,6-11,235.0,2006.0,2013.0,83.0
76062,Jesse Arnelle,Forward,1.0,6-5,220.0,1955.0,1955.0,77.0
76064,Bob Arnzen,Forward,1.0,6-5,205.0,1970.0,1970.0,77.0
201589,Darrell Arthur,Forward,10.0,6-9,235.0,2008.0,2017.0,81.0
76065,John Arthurs,Guard,1.0,6-4,185.0,1969.0,1969.0,76.0
1628503,Jamel Artis,Guard,2.0,6-7,213.0,2017.0,2017.0,79.0
201600,Omer Asik,Center,9.0,7-0,255.0,2010.0,2017.0,84.0
355,Vincent Askew,Guard,9.0,6-6,210.0,1987.0,1997.0,78.0
76069,Richard Atha,Guard,2.0,6-2,190.0,1955.0,1957.0,74.0
1088,Chucky Atkins,Guard,12.0,5-11,185.0,1999.0,2009.0,71.0
76070,Alvin Attles,Guard,11.0,6-1,175.0,1960.0,1970.0,73.0
278,Stacey Augmon,Forward-Guard,16.0,6-8,213.0,1991.0,2005.0,80.0
201571,D.J. Augustin,Guard,14.0,5-11,183.0,2008.0,2023.0,71.0
200788,James Augustine,Forward,2.0,6-10,235.0,2006.0,2007.0,82.0
76073,John Austin,Guard,1.0,6-0,170.0,1966.0,1966.0,72.0
76074,Ken Austin,Forward,1.0,6-9,205.0,1983.0,1983.0,81.0
1630166,Deni Avdija,Forward,3.0,6-9,210.0,2020.0,2023.0,81.0
76076,William Averitt,Guard,2.0,6-2,170.0,1976.0,1977.0,74.0
76078,Dennis Awtrey,Center,12.0,6-10,235.0,1970.0,1981.0,82.0
202970,Gustavo Ayon,Unknown,3.0,,211.20112517580873,2011.0,2016.0,78.0584598088814
201965,Jeff Ayres,Forward-Center,7.0,6-9,250.0,2009.0,2015.0,81.0
1629028,Deandre Ayton,Center,5.0,7-0,250.0,2018.0,2023.0,84.0
1628962,Udoka Azubuike,Center-Forward,3.0,6-11,270.0,2020.0,2023.0,83.0
76080,Johnny Bach,Forward,1.0,6-2,180.0,1948.0,1948.0,74.0
1630641,Ibou Badji,Center,0.0,7-1,240.0,2022.0,2023.0,85.0
76081,Jim Baechtold,Forward,5.0,6-4,205.0,1952.0,1956.0,76.0
76082,John Bagley,Guard,11.0,6-0,185.0,1982.0,1993.0,72.0
1628963,Marvin Bagley III,Forward,5.0,6-10,235.0,2018.0,2023.0,82.0
76083,Gus Bailey,Guard,5.0,6-5,185.0,1974.0,1979.0,77.0
1753,Toby Bailey,Guard,3.0,6-6,213.0,1998.0,2002.0,78.0
203946,Cameron Bairstow,Forward-Center,3.0,6-9,250.0,2014.0,2015.0,81.0
1858,Mark Baker,Guard,1.0,6-1,175.0,1998.0,1998.0,73.0
2486,Maurice Baker,Guard,2.0,6-2,200.0,2002.0,2004.0,74.0
76089,Norm Baker,Guard,1.0,6-0,180.0,1946.0,1946.0,72.0
1631116,Patrick Baldwin Jr.,Forward,1.0,6-9,220.0,2022.0,2023.0,81.0
200764,Renaldo Balkman,Forward,7.0,6-8,225.0,2006.0,2011.0,80.0
1630163,LaMelo Ball,Guard,3.0,6-7,180.0,2020.0,2023.0,79.0
1628366,Lonzo Ball,Guard,5.0,6-6,190.0,2017.0,2023.0,78.0
76092,Herschel Baltimore,Forward,1.0,6-4,195.0,1946.0,1946.0,76.0
1631094,Paolo Banchero,Forward,1.0,6-10,250.0,2022.0,2023.0,82.0
1630217,Desmond Bane,Guard,3.0,6-5,215.0,2020.0,2023.0,77.0
2556,Marcus Banks,Guard,9.0,6-2,205.0,2003.0,2010.0,74.0
76095,Mike Bantom,Forward,9.0,6-9,200.0,1973.0,1981.0,81.0
1630625,Dalano Banton,Forward,2.0,6-7,204.0,2021.0,2023.0,79.0
76096,John Barber,Forward,1.0,6-6,210.0,1956.0,1956.0,78.0
2571,Leandro Barbosa,Guard,15.0,6-3,194.0,2003.0,2016.0,75.0
76097,Stephen Bardo,Guard,3.0,6-5,190.0,1991.0,1995.0,77.0
200826,J.J. Barea,Guard,15.0,5-10,180.0,2006.0,2019.0,70.0
200745,Andrea Bargnani,Center-Forward,10.0,7-0,245.0,2006.0,2015.0,84.0
76099,Tom Barker,Center,2.0,6-11,225.0,1976.0,1978.0,83.0
787,Charles Barkley,Forward,16.0,6-6,252.0,1984.0,1999.0,78.0
76103,Harry Barnes,Forward,1.0,6-3,205.0,1968.0,1968.0,75.0
76105,Jim Barnes,Center,7.0,6-8,210.0,1964.0,1970.0,80.0
76104,Marvin Barnes,Forward,4.0,6-9,210.0,1976.0,1979.0,81.0
2440,Matt Barnes,Forward,15.0,6-7,226.0,2002.0,2016.0,79.0
1630567,Scottie Barnes,Forward,2.0,6-8,225.0,2021.0,2023.0,80.0
76107,Dick Barnett,Guard,14.0,6-4,190.0,1959.0,1973.0,76.0
76108,John Barnhill,Guard,7.0,6-1,180.0,1962.0,1968.0,73.0
76110,Leo Barnhorst,Forward,5.0,6-4,190.0,1949.0,1953.0,76.0
76111,John Barr,Forward,1.0,6-3,205.0,1946.0,1946.0,75.0
76113,Thomas Barr,Guard,1.0,6-4,195.0,1970.0,1970.0,76.0
76114,Ernie Barrett,Unknown,2.0,,211.20112517580873,1953.0,2008.0,78.0584598088814
1629628,RJ Barrett,Forward-Guard,4.0,6-6,214.0,2019.0,2023.0,78.0
344,Dana Barros,Guard,15.0,5-11,165.0,1989.0,2003.0,71.0
699,Brent Barry,Guard,15.0,6-7,210.0,1995.0,2008.0,79.0
468,Jon Barry,Guard,14.0,6-5,210.0,1992.0,2005.0,77.0
600013,Rick Barry,Forward,10.0,6-7,205.0,1965.0,1979.0,79.0
76118,Vic Bartolome,Center,1.0,7-0,230.0,1971.0,1971.0,84.0
203115,Will Barton,Guard,11.0,6-5,181.0,2012.0,2023.0,77.0
101188,Eddie Basden,Guard,2.0,6-5,215.0,2005.0,2005.0,77.0
101138,Brandon Bass,Forward,13.0,6-8,250.0,2005.0,2016.0,80.0
1628238,Paris Bass,Forward,2.0,6-8,200.0,2021.0,2021.0,80.0
76120,Tim Bassett,Forward,4.0,6-8,225.0,1976.0,1979.0,80.0
1629646,Charles Bassey,Center-Forward,2.0,6-9,230.0,2021.0,2023.0,81.0
1766,Maceo Baston,Forward,5.0,6-10,230.0,2002.0,2008.0,82.0
2370,Mengke Bateer,Center,4.0,6-11,290.0,2001.0,2003.0,83.0
76121,Billyray Bates,Guard,4.0,6-4,210.0,1979.0,1982.0,76.0
1628966,Keita Bates-Diop,Forward,5.0,6-8,229.0,2018.0,2023.0,80.0
101212,Esteban Batista,Forward-Center,3.0,6-10,268.0,2005.0,2006.0,82.0
2471,Mike Batiste,Unknown,2.0,,211.20112517580873,2002.0,2007.0,78.0584598088814
174,John Battle,Guard,10.0,6-2,175.0,1985.0,1994.0,74.0
76123,Kenny Battle,Guard,4.0,6-6,210.0,1989.0,1992.0,78.0
76124,Dave Batton,Center,2.0,6-10,240.0,1982.0,1983.0,82.0
201587,Nicolas Batum,Guard-Forward,15.0,6-8,230.0,2008.0,2023.0,80.0
76125,Johnny Baum,Forward,2.0,6-5,200.0,1969.0,1970.0,77.0
76126,Frankie Baumholtz,Guard,1.0,5-10,170.0,1946.0,1946.0,70.0
2437,Lonny Baxter,Forward,4.0,6-8,260.0,2002.0,2005.0,80.0
201573,Jerryd Bayless,Guard,12.0,6-3,200.0,2008.0,2018.0,75.0
76127,Elgin Baylor,Forward,14.0,6-5,225.0,1958.0,1971.0,77.0
76128,Sergei Bazarevich,Guard,1.0,6-2,168.0,1994.0,1994.0,74.0
203145,Kent Bazemore,Guard-Forward,11.0,6-4,195.0,2012.0,2021.0,76.0
1629647,Darius Bazley,Forward,4.0,6-9,216.0,2019.0,2023.0,81.0
76129,Ed Beach,Forward,1.0,6-3,200.0,1950.0,1950.0,75.0
203078,Bradley Beal,Guard,11.0,6-4,207.0,2012.0,2023.0,76.0
76131,Ralph Beard,Guard,2.0,5-10,175.0,1949.0,1950.0,70.0
1627736,Malik Beasley,Guard,7.0,6-4,187.0,2016.0,2023.0,76.0
201563,Michael Beasley,Forward,12.0,6-9,235.0,2008.0,2018.0,81.0
76133,Zelmo Beaty,Center,8.0,6-9,225.0,1962.0,1974.0,81.0
201958,Rodrigue Beaubois,Guard,5.0,6-2,185.0,2009.0,2012.0,74.0
1630699,MarJon Beauchamp,Forward,1.0,6-7,199.0,2021.0,2023.0,79.0
1133,Corey Beck,Guard,3.0,6-3,200.0,1995.0,1998.0,75.0
76137,Moe Becker,Guard,1.0,6-1,185.0,1946.0,1946.0,73.0
76138,William Bedford,Center,6.0,7-0,225.0,1986.0,1992.0,84.0
76140,Ron Behagen,Forward,7.0,6-9,185.0,1973.0,1979.0,81.0
201158,Marco Belinelli,Guard,14.0,6-5,220.0,2007.0,2019.0,77.0
1628395,Jordan Bell,Forward,5.0,6-7,216.0,2017.0,2021.0,79.0
2559,Troy Bell,Guard,2.0,6-1,180.0,2003.0,2003.0,73.0
76143,William Bell,Guard,2.0,6-0,180.0,1959.0,1960.0,72.0
76144,Walt Bellamy,Center,14.0,6-10,225.0,1961.0,1974.0,82.0
76145,Irv Bemoras,Forward,2.0,6-3,185.0,1953.0,1956.0,75.0
76146,Leon Benbow,Guard,2.0,6-4,185.0,1974.0,1975.0,76.0
1627733,Dragan Bender,Forward,4.0,7-0,249.0,2016.0,2019.0,84.0
1886,Jonathan Bender,Forward,9.0,7-0,230.0,1999.0,2009.0,84.0
104,Benoit Benjamin,Center,15.0,7-0,250.0,1985.0,1999.0,84.0
1736,Corey Benjamin,Guard,5.0,6-6,200.0,1998.0,2002.0,78.0
203461,Anthony Bennett,Forward,5.0,6-8,235.0,2013.0,2016.0,80.0
712,Mario Bennett,Center-Forward,5.0,6-9,235.0,1995.0,2002.0,81.0
76151,Mel Bennett,Forward,4.0,6-7,200.0,1976.0,1981.0,79.0
76148,Tony Bennett,Guard,3.0,6-0,175.0,1992.0,1994.0,72.0
76152,Winston Bennett,Guard,3.0,6-7,210.0,1989.0,1991.0,79.0
202728,Keith Benson,Forward-Center,2.0,6-11,230.0,2011.0,2011.0,83.0
1627791,Ben Bentil,Forward,1.0,6-9,235.0,2016.0,2016.0,81.0
76155,Gene Berce,Guard,1.0,5-11,175.0,1949.0,1949.0,71.0
76156,Gary Bergen,Center,1.0,6-8,210.0,1956.0,1956.0,80.0
76157,Ricky Berry,Forward,1.0,6-8,205.0,1988.0,1988.0,80.0
76158,Walter Berry,Forward,3.0,6-8,215.0,1986.0,1988.0,80.0
1629541,Dairis Bertans,Guard,2.0,6-4,200.0,2018.0,2018.0,76.0
202722,Davis Bertans,Forward,7.0,6-10,225.0,2016.0,2023.0,82.0
696,Travis Best,Guard,11.0,5-11,182.0,1995.0,2004.0,71.0
1630180,Saddiq Bey,Forward,3.0,6-7,215.0,2020.0,2023.0,79.0
1630189,Tyler Bey,Forward,2.0,6-7,215.0,2020.0,2020.0,79.0
204021,Sim Bhullar,Center,1.0,7-5,360.0,2014.0,2014.0,89.0
76160,Al Bianchi,Guard,10.0,6-3,185.0,1956.0,1965.0,75.0
76162,Henry Bibby,Guard,9.0,6-1,185.0,1972.0,1980.0,73.0
1710,Mike Bibby,Guard,15.0,6-2,195.0,1998.0,2011.0,74.0
76163,Ed Biedenbach,Guard,1.0,6-1,175.0,1968.0,1968.0,73.0
2740,Andris Biedrins,Center,10.0,7-0,250.0,2004.0,2013.0,84.0
76165,Bob Bigelow,Forward,4.0,6-7,215.0,1975.0,1978.0,79.0
76166,Dave Bing,Guard,12.0,6-3,180.0,1966.0,1977.0,75.0
76167,Joe Binion,Forward,1.0,6-8,235.0,1986.0,1986.0,80.0
1628444,Jabari Bird,Guard,2.0,6-6,198.0,2017.0,2017.0,78.0
76168,Jerry Bird,Forward,1.0,6-6,210.0,1958.0,1958.0,78.0
76170,Otis Birdsong,Guard,12.0,6-3,190.0,1977.0,1988.0,75.0
1629048,Goga Bitadze,Center-Forward,4.0,6-11,250.0,2019.0,2023.0,83.0
202687,Bismack Biyombo,Center,12.0,6-8,255.0,2011.0,2023.0,80.0
202357,Nemanja Bjelica,Forward,8.0,6-9,234.0,2015.0,2021.0,81.0
76173,Charlie Black,Forward,3.0,6-4,200.0,1948.0,1951.0,76.0
76174,Norman Black,Guard,1.0,6-5,185.0,1980.0,1980.0,77.0
204028,Tarik Black,Forward-Center,5.0,6-9,250.0,2014.0,2017.0,81.0
76176,Rolando Blackman,Guard,13.0,6-6,190.0,1981.0,1993.0,78.0
76180,Alex Blackwell,Forward,1.0,6-6,250.0,1992.0,1992.0,78.0
76177,Cory Blackwell,Forward,1.0,6-6,210.0,1984.0,1984.0,78.0
1806,James Blackwell,Guard,1.0,6-0,190.0,1994.0,1994.0,72.0
201971,DeJuan Blair,Center-Forward,7.0,6-7,270.0,2009.0,2015.0,79.0
202392,Marqus Blakely,Forward,2.0,6-5,225.0,2010.0,2010.0,77.0
1628469,Antonio Blakeney,Guard,3.0,6-4,192.0,2017.0,2018.0,76.0
200807,Will Blalock,Guard,2.0,6-0,205.0,2006.0,2006.0,72.0
76182,George Blaney,Guard,1.0,6-1,175.0,1961.0,1961.0,73.0
76184,Ricky Blanton,Forward,1.0,6-7,215.0,1992.0,1992.0,79.0
101154,Andray Blatche,Center-Forward,9.0,6-11,260.0,2005.0,2013.0,83.0
302,Mookie Blaylock,Guard,13.0,,211.20112517580873,1989.0,2001.0,78.0584598088814
202339,Eric Bledsoe,Guard,13.0,6-1,214.0,2010.0,2021.0,73.0
76186,Leon Blevins,Guard,1.0,6-2,160.0,1950.0,1950.0,74.0
76187,John Block,Forward,10.0,6-10,207.0,1966.0,1975.0,82.0
76188,Mike Bloom,Center,2.0,6-6,190.0,1947.0,1948.0,78.0
916,Corie Blount,Forward-Center,12.0,6-10,242.0,1993.0,2003.0,82.0
1548,Mark Blount,Center-Forward,10.0,7-0,250.0,2000.0,2008.0,84.0
203505,Vander Blue,Guard,3.0,6-5,200.0,2013.0,2017.0,77.0
1629129,Trevon Bluiett,Guard-Forward,2.0,6-6,198.0,2018.0,2018.0,78.0
76190,Nelson Bobb,Guard,4.0,6-0,170.0,1949.0,1952.0,72.0
2800,Tony Bobbitt,Guard,2.0,6-4,190.0,2004.0,2004.0,76.0
76191,Arlen Bockhorn,Guard,7.0,6-4,200.0,1958.0,1964.0,76.0
76192,Tom Boerwinkle,Center,10.0,7-0,265.0,1968.0,1977.0,84.0
2586,Keith Bogans,Guard-Forward,11.0,6-5,215.0,2003.0,2013.0,77.0
203992,Bogdan Bogdanovic,Guard,6.0,6-5,225.0,2017.0,2023.0,77.0
202711,Bojan Bogdanovic,Forward,9.0,6-7,226.0,2014.0,2023.0,79.0
177,Muggsy Bogues,Guard,14.0,,211.20112517580873,1987.0,2000.0,78.0584598088814
1564,Etdrick Bohannon,Forward,4.0,,211.20112517580873,1997.0,2000.0,78.0584598088814
1629626,Bol Bol,Center-Forward,5.0,7-2,220.0,2019.0,2022.0,86.0
76195,Manute Bol,Center,10.0,7-6,200.0,1985.0,1994.0,90.0
1629716,Marques Bolden,Center,3.0,6-10,249.0,2019.0,2020.0,82.0
1630195,Leandro Bolmaro,Forward,2.0,6-6,200.0,2021.0,2022.0,78.0
76203,George H. Bon Salle,Forward,1.0,6-8,220.0,1961.0,1961.0,80.0
76198,Phil Bond,Guard,1.0,6-2,175.0,1977.0,1977.0,74.0
1603,Walter Bond,Guard,3.0,6-5,200.0,1992.0,1994.0,77.0
1121,Dexter Boney,Guard,1.0,6-4,185.0,1996.0,1996.0,76.0
76201,Ron Bonham,Forward,2.0,6-4,192.0,1964.0,1965.0,76.0
511,Melvin Booker,Guard,2.0,6-2,185.0,1995.0,1996.0,74.0
200767,Josh Boone,Forward-Center,5.0,6-10,240.0,2006.0,2009.0,82.0
76204,Ron Boone,Guard,5.0,6-2,200.0,1976.0,1980.0,74.0
1916,Calvin Booth,Center,11.0,6-11,230.0,1999.0,2008.0,83.0
2430,Carlos Boozer,Forward,13.0,6-9,258.0,2002.0,2014.0,81.0
76207,Jake Bornheimer,Forward,2.0,6-5,200.0,1948.0,1949.0,77.0
76209,Costic Borsavage,Center,1.0,6-8,220.0,1950.0,1950.0,80.0
2547,Chris Bosh,Forward,14.0,6-11,235.0,2003.0,2016.0,83.0
76211,Jim Bostic,Forward,1.0,6-7,225.0,1977.0,1977.0,79.0
76212,Lawrence Boston,Forward,1.0,6-8,225.0,1979.0,1979.0,80.0
1630527,Brandon Boston Jr.,Guard,2.0,6-6,188.0,2021.0,2023.0,78.0
76213,Tom Boswell,Forward,6.0,6-8,220.0,1975.0,1983.0,80.0
1630547,James Bouknight,Guard,2.0,6-4,190.0,2021.0,2023.0,76.0
2257,Ruben Boumtje-Boumtje,Center,4.0,7-0,257.0,2001.0,2003.0,84.0
76214,Don Boven,Forward,3.0,6-4,210.0,1949.0,1952.0,76.0
1477,Bruce Bowen,Forward,14.0,6-7,200.0,1996.0,2008.0,79.0
1628968,Brian Bowen II,Forward-Guard,3.0,6-6,190.0,2019.0,2020.0,78.0
194,Anthony Bowie,Guard,7.0,6-6,200.0,1988.0,1997.0,78.0
76217,Sam Bowie,Center,10.0,7-1,235.0,1984.0,1994.0,85.0
1629065,Ky Bowman,Guard,2.0,6-1,187.0,2019.0,2019.0,73.0
76219,Nate Bowman,Center,5.0,6-10,230.0,1966.0,1970.0,82.0
76221,Dennis Boyd,Guard,1.0,6-1,175.0,1978.0,1978.0,73.0
76224,Harry Boykoff,Center,2.0,6-9,225.0,1949.0,1950.0,81.0
76225,Winford Boynes,Guard,3.0,6-6,185.0,1978.0,1980.0,78.0
200841,Cedric Bozeman,Guard,1.0,6-6,207.0,2006.0,2006.0,78.0
76226,Steve Bracey,Guard,3.0,6-1,175.0,1972.0,1974.0,73.0
76229,Alonzo Bradley,Forward,3.0,6-6,190.0,1977.0,1979.0,78.0
202340,Avery Bradley,Guard,13.0,6-3,180.0,2010.0,2021.0,75.0
76233,Bill Bradley,Forward,10.0,6-5,205.0,1967.0,1976.0,77.0
76231,Dudley Bradley,Guard,9.0,6-6,195.0,1979.0,1988.0,78.0
76232,Joe Bradley,Guard,1.0,6-3,175.0,1949.0,1949.0,75.0
2214,Michael Bradley,Forward,5.0,6-10,245.0,2001.0,2005.0,82.0
1361,Mark Bradtke,Center,1.0,6-10,265.0,1996.0,1996.0,82.0
66,Marques Bragg,Forward,1.0,6-8,230.0,1995.0,1995.0,80.0
1765,Torraye Braggs,Forward,3.0,6-8,245.0,2003.0,2004.0,80.0
76237,Adrian Branch,Forward,4.0,6-7,185.0,1986.0,1989.0,79.0
1882,Elton Brand,Forward,18.0,6-9,254.0,1999.0,2015.0,81.0
1631103,Malaki Branham,Forward,1.0,6-4,180.0,2022.0,2023.0,76.0
76238,Bob Brannum,Forward,5.0,6-6,215.0,1949.0,1954.0,78.0
76240,Jesse Branson,Forward,1.0,6-7,195.0,1965.0,1965.0,79.0
76242,Mike Bratz,Guard,9.0,6-2,185.0,1977.0,1985.0,74.0
1629649,Ignas Brazdeikis,Forward,4.0,6-6,221.0,2019.0,2021.0,78.0
160,Tim Breaux,Forward,3.0,6-7,215.0,1994.0,1997.0,79.0
2452,J.R. Bremer,Guard,3.0,6-2,185.0,2002.0,2003.0,74.0
76245,Pete Brennan,Forward,1.0,6-6,205.0,1958.0,1958.0,78.0
76247,Randy Breuer,Center,11.0,7-3,230.0,1983.0,1993.0,87.0
76248,Jim Brewer,Forward,9.0,6-9,210.0,1973.0,1981.0,81.0
200758,Ronnie Brewer,Forward,8.0,6-7,235.0,2006.0,2013.0,79.0
2056,Primoz Brezec,Center,9.0,7-1,255.0,2001.0,2009.0,85.0
76250,Frank Brian,Guard,7.0,6-1,180.0,1949.0,1955.0,73.0
76252,Junior Bridgeman,Forward,12.0,6-5,210.0,1975.0,1986.0,77.0
76253,Bill Bridges,Forward,13.0,6-5,228.0,1962.0,1974.0,77.0
1628969,Mikal Bridges,Guard-Forward,5.0,6-6,209.0,2018.0,2023.0,78.0
1628970,Miles Bridges,Forward,4.0,6-7,225.0,2018.0,2023.0,79.0
76254,Al Brightman,Forward,1.0,6-2,195.0,1946.0,1946.0,74.0
1628578,Amida Brimah,Center,2.0,6-10,230.0,2020.0,2020.0,82.0
1628515,Isaiah Briscoe,Guard,1.0,6-3,215.0,2018.0,2018.0,75.0
76256,John Brisker,Forward,3.0,6-5,210.0,1972.0,1974.0,77.0
1629052,Oshae Brissett,Forward-Guard,4.0,6-7,210.0,2019.0,2023.0,79.0
76257,Allan Bristow,Forward,9.0,6-7,210.0,1973.0,1982.0,79.0
